Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,102324,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,340.6,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,15652,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1633850,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,5783,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,17517,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Liabilities structure,Financial ratios,Percent,83.6,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,246992,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,386641,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,286291,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and other expenses,Financial performance,Thousand Dollars,179698,2013,1 and 2 and 3 and 5
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Quick ratio,Financial ratios,Percent,114.7,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on equity,Financial ratios,Percent,1.4,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on total assets,Financial ratios,Percent,1.2,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,39544,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,1980352,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,28383,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,25100,2013,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,2368965,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,2368965,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,258194,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income,Financial performance,Thousand Dollars,302407,2013,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,267300,2013,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,231462,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,380394,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,103765,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,366.6,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,15583,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1545944,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,5480,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,17871,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Liabilities structure,Financial ratios,Percent,84.9,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,217423,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,494996,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,261883,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and other expenses,Financial performance,Thousand Dollars,220768,2014,1 and 2 and 3 and 5
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Quick ratio,Financial ratios,Percent,143.5,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on equity,Financial ratios,Percent,3.1,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on total assets,Financial ratios,Percent,2.6,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,37610,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2055688,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,62972,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,55000,2014,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,2421336,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,2421336,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,297312,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income,Financial performance,Thousand Dollars,346245,2014,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,302600,2014,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,213955,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,351432,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,120395,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,291.9,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,16670,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1694464,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,5778,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,17544,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Liabilities structure,Financial ratios,Percent,83.5,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,223236,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,393015,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,281329,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and other expenses,Financial performance,Thousand Dollars,202195,2015,1 and 2 and 3 and 5
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Quick ratio,Financial ratios,Percent,114.2,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on equity,Financial ratios,Percent,1.2,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Return on total assets,Financial ratios,Percent,1,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,37627,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2037186,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,25213,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,21700,2015,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,2438911,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,2438910,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,279814,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income,Financial performance,Thousand Dollars,314308,2015,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,270800,2015,1 and 6
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,224490,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,338838,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,154515,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,219.3,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,14463,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1592830,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,6170,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,17200,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Liabilities structure,Financial ratios,Percent,81,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,218773,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,371912,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,282350,2016,1 and 2 and 3
Table 6,Financials - Maori Authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and other expenses,Financial performance,Thousand Dollars,196520,2016,1 and 2 and 3 and 5
